Question	Answer	Tags
蓝绿部署和灰度发布的区别是什么？如何实现？	蓝绿部署：维护两套完整环境（蓝=当前生产，绿=新版本），切换时瞬间将流量全部转到绿环境，回滚时切回蓝环境。优点：切换快，回滚快。缺点：成本高（两倍资源）。灰度发布（金丝雀发布）：新版本先让一小部分用户（如 5%）使用，验证无误后逐步扩大比例到 100%，异常时只影响小范围。K8s 实现灰度：`nginx.ingress.kubernetes.io/canary: ""true""` + `canary-weight: 5`。蓝绿适合""要全量或全不""，灰度适合""逐步验证""。	stack::infrastructure::速记
如何设计一个金丝雀发布系统？需要考虑哪些因素？	① 流量路由：Ingress/Gateway 按权重或 Header 路由（`canary: true` Header 走灰度版本）；② 指标监控：灰度版本与原版本对比 P99 延迟、错误率、业务指标（如下单成功率）；③ 自动回滚：错误率超过阈值（如 > 1%）自动切回旧版本；④ 用户维度：按用户 ID 哈希、地域、用户等级分流；⑤ 数据兼容：灰度版本的数据格式兼容旧版本（或新旧版本同时读写）。K8s 实现：两个 Deployment（stable + canary），Service 通过 label selector 共同选择，Ingress 控制权重。	stack::infrastructure::场景
设计一个完整的 CI/CD 流水线，包含哪些阶段？	CI（持续集成）：① 代码提交触发构建；② 代码检查（SonarQube 静态扫描、Checkstyle）；③ 单元测试（JUnit + Mockito）；④ 构建打包（Maven/Gradle）；⑤ 制品推送（Artifactory/Harbor 镜像仓库）。CD（持续部署）：① 部署到测试环境（Testcontainers 集成测试）；② 自动验收测试（Selenium/Cypress）；③ 审批门（人工或自动）；④ 灰度发布（金丝雀 5% → 25% → 100%）；⑤ 监控验证（告警无异常则继续）。GitHub Actions 示例：`.github/workflows/ci.yml` 包含 `build → test → docker-build → deploy` 阶段。	stack::infrastructure::场景
配置中心的核心功能是什么？Nacos 和 Apollo 的区别？	核心功能：配置集中管理、动态刷新（不重启应用）、环境隔离（dev/test/prod）、变更历史/回滚、权限控制、灰度配置。Nacos：轻量级，服务发现 + 配置中心一体化，长轮询通知，`@RefreshScope` 热刷新。Apollo：专门配置中心，功能更完善（配置界面、灰度发布、权限管理、多环境），支持配置监听（`@ApolloConfigChangeListener`）。选型：已有 Nacos 选 Nacos 配置中心；需要强大配置管理功能（如灰度配置、审批流）选 Apollo。	stack::infrastructure::速记
服务注册发现的核心流程是什么？Eureka 和 Nacos 的区别？	流程：① 服务启动时向注册中心注册自身信息（IP、端口、服务名、元数据）；② 注册中心维护服务实例列表，定期心跳检测；③ 消费者从注册中心获取服务实例列表（客户端负载均衡）；④ 消费者选择实例发起调用。Eureka：AP 模式（注册不成功不影响服务运行），2 分钟踢出不发送心跳的实例，自我保护机制（网络分区时不踢实例）。Nacos：支持 AP/CP 切换，健康检查更丰富（TCP/HTTP/MySQL），支持权重路由和保护阈值。	stack::infrastructure::速记
四种常见限流算法（固定窗口/滑动窗口/令牌桶/漏桶）的对比和适用场景？	固定窗口：按时间窗口计数，实现简单但有边界突刺（窗口切换时可能瞬间打满）。滑动窗口：将窗口细分，精度高但需要更多存储，适合精确统计。令牌桶：以固定速率生成令牌，桶满则丢弃，允许突发流量，适合接口限流。漏桶：以固定速率流出，超量丢弃，平滑流量零突发，适合流量整形。选型：API 网关用令牌桶（允许突发），数据库保护用漏桶（平滑写入），精确统计用滑动窗口，简单场景用固定窗口。	stack::infrastructure
分布式事务的几种方案分别适用于什么场景？	① 事务消息（RocketMQ）：高一致性，适合最终一致场景（订单创建→扣库存），Broker 协调回查。② TCC（Try-Confirm-Cancel）：强一致性，业务侵入大，适合短事务（扣余额→冻结资金）。③ Seata AT：无侵入自动补偿，适合 SQL 操作场景（自动生成回滚 SQL）。④ Saga（编排/编排）：长事务拆解子事务+补偿，适合跨服务跨天的长流程。⑤ 本地消息表：简单可靠，适合中小系统。选型原则：能不分布式就不分布式，能最终一致就别强一致，能用事务消息就别上 TCC。	stack::infrastructure::场景
Git Flow 和 GitHub Flow 分支策略有什么区别？	Git Flow：`master`（生产） + `develop`（开发） + `feature/*`（功能） + `release/*`（发布） + `hotfix/*`（热修复）。流程复杂，适合版本发布周期固定的项目。GitHub Flow：只有 `main` 分支 + 功能分支，所有功能分支合并到 `main` 后立即部署，适合持续部署的 Web 项目。Trunk-Based：所有开发者在 `main` 上开发，短生命周期分支（<1 天），高频合并，适合 CI/CD 成熟团队。选择：需要版本管理选 Git Flow，持续部署选 GitHub Flow，高频迭代选 Trunk-Based。	stack::dev-tools::速记
git rebase 和 git merge 的区别是什么？什么场景下用 rebase？	`git merge` 创建 merge commit，保留完整分支历史，但历史图可能杂乱。`git rebase` 将当前分支的提交""移植""到目标分支的顶部，历史线性整洁，但会改写提交哈希。推荐：推送前用 rebase 整理提交（`git rebase -i` 合并/squash 小提交），公共分支用 merge（不 rewrite 历史）。`git pull --rebase` 替代 `git pull`（避免多余 merge commit）。黄金法则：**不要对已推送的公共分支执行 rebase**。	stack::dev-tools::速记
Git LFS 解决了什么问题？大文件管理如何工作？	Git LFS（Large File Storage）将大文件替换为文本指针（指针文件指向远程存储服务器），仓库中不存储大文件本身。适用：二进制文件（图片、视频、模型文件、编译产物）。工作流程：`git lfs track ""*.psd""` 跟踪大文件，`git add .gitattributes` 提交跟踪规则，文件上传到 LFS 服务器。优势：仓库克隆速度快（只拉指针），存储空间节省。`git lfs migrate` 将已有仓库中的大文件迁移到 LFS。	stack::dev-tools::速记
Git 合并冲突如何产生？如何解决？	冲突产生：两个分支修改了同一文件的同一行，或一个分支删除文件另一个分支修改了它。解决步骤：① `git status` 找到冲突文件（`both modified`）；② 打开文件找到 `<<<<<<< HEAD`（当前分支）→ `=======`（分隔）→ `>>>>>>> branch-name`（合并分支）；③ 手动编辑保留需要的代码，删除冲突标记；④ `git add` 标记为已解决；⑤ `git commit` 完成合并。工具：`git mergetool`（配置 vimdiff/kdiff3/VS Code），`git diff --check` 检查残留冲突标记。	stack::dev-tools::代码
git reflog 是什么？如何用它恢复误删的提交？	`git reflog` 记录所有 HEAD 移动操作（包括 reset、rebase、cherry-pick），即使在本地仓库中""丢失""的提交也能找回。`git reflog` 显示所有操作历史，每行含 `HEAD@{index}` 和操作描述。恢复：`git reset --hard HEAD@{n}` 回到指定位置，或 `git cherry-pick <commit>` 将丢失的提交复制到当前分支。reflog 只在本地仓库，不会推送到远程。默认保留 90 天。`git fsck --lost-found` 找回未被引用的对象。	stack::dev-tools::代码
Conda 环境隔离的原理是什么？如何迁移环境？	Conda 在 `envs/` 目录下创建独立的环境目录，每个环境包含独立的 Python 解释器、包和依赖。`conda create -n myenv python=3.10` 创建环境，`conda activate myenv` 激活。环境导出：`conda env export > environment.yml`（跨平台，推荐）或 `conda list --export > requirements.txt`（仅 pip 包）。环境导入：`conda env create -f environment.yml`。`conda` vs `pip`：conda 管理二进制包（非 Python 依赖也可管理，如 CUDA），pip 仅管理 Python 包。`mamba` 是 conda 的 C++ 重写，安装速度快 10 倍+。	stack::dev-tools::速记
Jupyter Notebook 的 % 和 %% Magic 命令有哪些常用？	`%`（行 Magic，作用于单行）：`%timeit`（计时，`%timeit sum(range(1000))`），`%run`（运行脚本），`%load`（加载代码），`%who`（列出变量），`%matplotlib inline`（嵌入图表）。`%%`（单元格 Magic，作用于整个单元格）：`%%time`（单元格耗时），`%%bash`（运行 Shell 命令），`%%writefile`（写入文件），`%%capture`（捕获输出），`%%html`（渲染 HTML）。`%env` 设置环境变量。`%lsmagic` 列出所有 Magic 命令。	stack::dev-tools::代码
Jupyter Notebook 如何导出为其他格式？	`jupyter nbconvert --to html notebook.ipynb`（HTML 格式，保留图表）。`--to markdown`（Markdown，适合文档）。`--to script`（Python 脚本，去除 Markdown 单元格）。`--to pdf`（需要 LaTeX 环境）。`--to slides`（reveal.js 幻灯片）。`--to webpdf`（无头浏览器 PDF）。`--no-input` 排除代码单元格（只显示输出和 Markdown）。`--template` 自定义模板（如 `nbconvert --to html --template classic`）。`--execute` 先执行再导出（配合 `--ExecutePreprocessor.timeout=600`）。	stack::dev-tools::代码
Git Hooks 的作用是什么？pre-commit 和 pre-push 分别做什么？	Git Hooks 是 Git 事件触发的本地脚本（`.git/hooks/` 目录）。`pre-commit`：提交前执行代码检查（ESLint、Prettier、单元测试），失败则阻止提交。`pre-push`：推送前运行集成测试或构建检查。`commit-msg`：检查提交信息格式（是否符合 Angular 规范）。`prepare-commit-msg`：自动生成提交信息。Hooks 不会被 Git 跟踪（`git init` 复制）。团队共享：`git config core.hooksPath .githooks` 或使用 `husky`（Node.js 生态）配置 `.husky/` 目录，支持通过 `git add` 跟踪。	stack::dev-tools::速记
良好的 PR 审查流程应该包含哪些要素？	① PR 标题规范（`feat: 添加用户注册功能`，遵循 Conventional Commits）；② 描述清晰（动机、改动点、影响范围、测试方式）；③ 代码审查清单（功能正确性、代码风格、异常处理、边界情况、性能影响）；④ 自动化检查（CI 流水线：构建+测试+代码扫描+覆盖率）；⑤ 审查者（至少 1 人，关键模块 2 人）；⑥ 合并方式（Squash Merge 保持主分支历史整洁）；⑦ 反馈文化（对事不对人，用""建议""而非""要求""语气）。	stack::dev-tools::场景
git stash 的常用命令和使用场景是什么？	`git stash` 临时保存工作区修改，还原干净的工作区（切换分支前保存未提交的修改）。`git stash pop` 恢复最近一次 stash 并删除它。`git stash apply` 恢复但不删除 stash。`git stash list` 查看所有 stash。`git stash save ""msg""` 带描述保存。`git stash drop stash@{n}` 删除指定 stash。`git stash branch <branch>` 从 stash 创建新分支。场景：正在开发功能 A，突然需要修复紧急 BUG，stash 后切分支修 BUG，修完回来 `stash pop` 继续开发。	stack::dev-tools::代码
LCEL（LangChain Expression Language）的 Runnable 接口提供了哪些核心方法？	Runnable 接口提供 `invoke`（同步调用）、`ainvoke`（异步）、`batch`（批量）、`stream`（流式输出）、`astream`（异步流式）、`astream_log`（带日志的流式）。`|` 管道运算符将左侧 Runnable 的输出传入右侧 Runnable 的输入，基于类型签名自动匹配。`RunnablePassthrough` 透传输入，`RunnableParallel` 并行执行，`RunnableBranch` 条件分支，`RunnableLambda` 将普通函数包装为 Runnable。LCEL 惰性求值——构建 DAG 后调用 `invoke` 才真正执行。	stack::langchain
LangChain 中有哪些常见的 Chain 类型？LLMChain 为什么被弃用？	常见 Chain：LLMChain（Prompt + LLM + OutputParser，已弃用）、SimpleSequentialChain（单输入单输出，串行）、SequentialChain（多输入多输出，可指定映射关系）、RouterChain（按条件路由到不同 Chain）、LLMRequestsChain（LLM 决定请求的 URL 和参数）。LLMChain 被弃用是因为 LCEL 的 `prompt | model | output_parser` 更灵活、更简洁。推荐使用 LCEL 替代所有 Legacy Chain。	stack::langchain::速记
LangChain 的几种 Memory 类型有什么区别？如何选择？	ConversationBufferMemory：完整存储所有对话历史，适合短对话。ConversationSummaryMemory：LLM 总结历史，节省 Token，适合长对话（但总结可能丢失细节）。ConversationBufferWindowMemory：只保留最近 k 轮对话，控制 Token 长度。VectorStoreRetrieverMemory：按语义相似度检索最近相关的历史片段，适合海量历史。LCEL 集成：`RunnableWithMessageHistory` 包装原始链，传入 `get_session_history` 回调，每个 `session_id` 独立存储。	stack::langchain::速记
如何在 LangChain 中定义 Tool？@tool 装饰器如何工作？	`@tool` 装饰器将 Python 函数快速转为 Tool 对象，自动解析函数签名和 docstring 作为 name 和 description。`Tool.from_function(func, name=""my_tool"", description=""..."", args_schema=MyPydanticModel)` 更精细控制。name 和 description 对 LLM 至关重要——LLM 据此决定调用哪个 Tool，description 越清晰准确率越高。Tool 的 `return_direct=True` 直接返回结果给用户（不走 LLM 加工）。`handle_tool_error` 配置工具执行失败时的处理。	stack::langchain::代码
ReAct Agent 的完整循环流程是什么？AgentExecutor 如何工作？	ReAct 循环：Thought（思考当前情况，决定下一步）→ Action（选择 Tool 并生成参数）→ Action Input（执行 Tool）→ Observation（获取 Tool 执行结果）→ 循环或终止（判断是否得到最终答案）。AgentExecutor 负责驱动此循环：调用 Agent 生成 Action → 执行 Tool → 收集 Observation → 构造新的 Prompt → 再次调用 Agent → 判断是否终止。`max_iterations`（默认 15）防止无限循环，`early_stopping_method` 控制超时行为（`generate` 直接生成或 `graceful` 返回现有结果）。	stack::langchain
LangGraph 和普通 Chain 的核心区别是什么？什么场景下用 LangGraph？	普通 Chain 是线性 DAG（有向无环图），数据单向流动，无法处理循环和条件分支。LangGraph 基于图结构，支持循环（Loop）、条件分支（Conditional Edge）和状态持久化（Checkpoint），适合构建复杂 Agent。LangGraph 适合：需要多步推理的工具调用、人机交互（Human-in-the-Loop）、多 Agent 协作、需要中断和恢复的流程。StateGraph 定义节点（Node，计算单元）和边（Edge，数据流/控制流），`add_node` 和 `add_edge` 构建图，`compile` 编译为可执行应用。	stack::langchain
LangGraph 的 StateGraph 是如何工作的？如何实现状态持久化？	StateGraph 的核心是共享状态（TypedDict 或 Pydantic BaseModel），每个 Node 读取和更新状态。节点返回的字典更新到状态中（`add_node(""agent"", agent_node)`）。边定义数据流：`add_edge(""node1"", ""node2"")`（顺序执行）、`add_conditional_edges(""check"", decide_next)`（条件分支）。持久化：通过 `Checkpoint` 机制，在每个步骤保存状态快照，支持中断和恢复。`MemorySaver`（内存存储）、`SqliteSaver`（SQLite 持久化）。`thread_id` 区分不同会话。	stack::langchain::代码
LangChain 的回调机制（Callbacks）如何工作？有哪些事件？	`BaseCallbackHandler` 定义回调事件：`on_llm_start`（LLM 开始调用）、`on_llm_end`（LLM 结束）、`on_chain_start`（Chain 开始）、`on_chain_end`、`on_tool_start`、`on_tool_end`、`on_retriever_start` 等。`callbacks` 参数可传入全局或组件级别。`ConsoleCallbackHandler` 打印到控制台（调试用）。`StdOutCallbackHandler` 标准输出。自定义回调：继承 `BaseCallbackHandler`，重写需要的事件方法。`AsyncCallbackHandler` 异步回调。LangSmith 回调自动追踪调用链。	stack::langchain
LangSmith 提供了哪些功能？如何帮助调试 LLM 应用？	追踪（Tracing）：记录每次 LLM 调用的输入/输出、Token 消耗、延迟。评估（Evaluation）：创建数据集，运行回归测试，对比不同 Prompt/模型的效果。调试（Debugging）：查看每次调用的详细信息（Prompt 内容、LLM 响应、Tool 调用链）。数据集管理：上传测试用例，自动运行评估。`LANGSMITH_TRACING=true` 环境变量开启追踪。`LangSmithHub` 共享 Prompt 模板和评估数据集。`@traceable` 装饰器手动追踪自定义函数。	stack::langchain::速记
RAG 和 Agent 的区别是什么？什么场景下结合使用？	RAG（检索增强生成）：检索文档 → 拼接 Prompt → 生成回答，适合知识密集型问答（公司文档、产品手册）。Agent：自主决策 → 调用工具 → 多步推理，适合需要多步骤作的任务（订票、查询天气+计算路程）。结合使用：Agent 内部使用 RAG 作为工具（知识检索工具），Agent 决定何时需要检索知识。典型：Agent 先 RAG 检索相关知识，再调用外部 API 执行操作。	stack::langchain::速记
LangChain 的 PromptTemplate 和 ChatPromptTemplate 有什么区别？	`PromptTemplate` 用于文本模型（`text-davinci-003`），`ChatPromptTemplate` 用于聊天模型（`gpt-4`）。`ChatPromptTemplate.from_messages([(""system"", ""你是{role}""), (""human"", ""{input}"")])` 构建多轮对话模板。`MessagesPlaceholder` 插入动态消息列表（如历史记录）。`FewShotPromptTemplate` 少样本学习模板。`PromptTemplate` 支持 `partial_variables`（部分变量，如 `{date}` 在构建时填充）。`from_template` 从字符串自动解析 `{变量}`。	stack::langchain::代码
LangChain 的输出解析器有哪些？如何处理结构化输出？	`StrOutputParser`（直接返回字符串）、`PydanticOutputParser`（解析为 Pydantic 模型，最常用）、`CommaSeparatedListOutputParser`（逗号分隔列表）、`JsonOutputParser`（解析 JSON）、`StructuredOutputParser`（按字段定义解析）。`PydanticOutputParser` 用法：定义 Pydantic 模型 → `parser = PydanticOutputParser(pydantic_object=MyModel)` → `parser.get_format_instructions()` 生成格式说明 → 加入 Prompt → `parser.parse(text)` 解析结果。`with_structured_output` 方法（OpenAI 专用）强制结构化输出。	stack::langchain::代码
多 Agent 协作的模式有哪些？如何处理 Agent 之间的通信？	① Supervisor Agent（一个 Agent 协调多个子 Agent，分配任务并汇总结果）；② 对话式协作（Agent 之间直接对话，轮流发言）；③ 工作流式（Agent 按预定流程执行，A 输出→B 输入→C 输入）。通信：Agent 之间通过共享状态（StateGraph 的状态字典）或消息队列交换信息。LangGraph 多 Agent：每个 Agent 是一个 Node，共享状态，Supervisor 控制调度。`ToolMessage` 作为 Agent 间的通信载体。	stack::langchain::场景
如何设计 Agent 的工具选择策略？工具太多时 LLM 如何准确选择？	① 工具名称清晰（动词+名词，如 `search_products`）；② description 详尽（说明何时使用、参数含义、返回值）；③ 工具分组（按领域分组，减少单次暴露的工具数，如 `finance_tools`、`search_tools`）；④ 动态工具注册（根据上下文动态注册相关工具，如只注册当前用户权限内的工具）；⑤ 工具优先级（关键工具放在前面）；⑥ 工具错误处理（执行失败时返回友好错误信息，引导 LLM 重试或换工具）。	stack::langchain::场景
如何处理 LLM 上下文窗口超限的问题？	① 滑动窗口（只保留最近 N 轮对话）；② 摘要压缩（用 LLM 总结历史，压缩回旧轮次）；③ 选择性记忆（只保留关键信息，如用户偏好、关键决策）；④ 向量检索记忆（`VectorStoreRetrieverMemory`，按语义检索相关历史片段）；⑤ 截断策略（从最旧的消息开始丢弃，直到 token 数在范围内）；⑥ 多轮对话中使用 `MessagesPlaceholder(variable_name=""history"")` 控制历史条数。`get_num_tokens(text)` 提前计算 token 数。	stack::langchain::场景
LangChain 如何实现流式输出？LCEL 的 stream 方法如何工作？	`chain.stream({""input"": ""你好""})` 返回生成器，每次 `yield` 输出一个 token。底层调用 LLM 的流式 API（`stream=True`）。`astream` 异步版本。`astream_events` 提供更细粒度的事件流（包括中间步骤）。Web 集成：FastAPI 的 `StreamingResponse` 包装 `chain.stream()`，SSE 格式推送。`Runnable` 的 `batch` 和 `abatch` 批量处理（不流式）。`Runnable` 的 `map` 并行处理多个输入。	stack::langchain::代码
如何评估 LLM 应用的质量？LangChain 提供了哪些评估工具？	定量评估：RAGAS（Faithfulness/Answer Relevancy/Context Precision/Context Recall）、BLEU/ROUGE（文本生成质量）。定性评估：人工评分（1-5 分）、A/B 测试。LangChain 评估：`RunEvaluator` 评估单次运行，`StringEvaluator` 评估字符串输出。`LangSmith` 创建数据集，批量运行测试，对比不同配置的结果。`PairwiseStringEvaluator` 对比两个模型输出。`CriteriaEvalChain` 按自定义标准评估（如安全性、长度、语气）。	stack::langchain::速记
RAG 和微调的区别是什么？什么场景选择 RAG？	RAG 外挂知识库，检索相关文档后生成回答，知识更新只需更新向量库，成本低，可解释（可溯源到原文）。微调更新模型参数，让模型学习领域风格和格式，成本高，更新慢，幻觉无法消除。选型：知识密集型（产品文档、FAQ、政策法规）→ RAG；风格/格式学习（客服话术、邮件模板）→ 微调；两者可结合（RAG 检索 + 微调优化输出风格）。	stack::rag::速记
文档分块策略有哪些？如何选择最佳分块大小？	固定大小分块（最简单，但破坏语义边界，相邻块可能不相关）；递归字符分块（推荐，按 `\n\n` → `\n` → `.` → ` ` 递归分割，语义连贯）；语义分块（按 Embedding 语义边界切分，精度高但计算量大）；特定文档分块（Markdown 按标题、代码按函数、HTML 按标签）。分块大小：256-1024 tokens 为常见范围。太小→上下文不足；太大→噪声多、检索精度下降。重叠（chunk overlap）：相邻块重叠 10-20%，避免信息被截断丢失。	stack::rag
主流向量数据库对比和选型建议？	Milvus：分布式，支持千亿级向量，功能丰富（混合检索、多索引），适合大规模生产。Pinecone：托管 SaaS，零运维，按量付费，适合快速验证。Weaviate：内置向量化模块（开箱即用），支持 GraphQL，适合中小规模。Qdrant：Rust 实现，性能高，支持过滤和分组。FAISS：Meta 开源库，本地运行，适合小规模/原型。Chroma：轻量级，嵌入应用，适合开发测试。选型建议：原型用 FAISS/Chroma，生产小规模用 Qdrant/Weaviate，大规模用 Milvus/Pinecone。	stack::rag::速记
主流 Embedding 模型有哪些？如何选择？	国外：OpenAI text-embedding-3-small（1536 维，性价比高）、text-embedding-3-large（3072 维，精度高）、Cohere Embed（支持多语言）。国产：BGE（bge-m3，1024 维，中英双语）、M3E（中文优化）、text2vec（中文）。选择因素：① 语义匹配精度（在 MTEB 榜单上对比）；② 维度（高维度精度高但存储大）；③ 语言支持（中文场景优先国产模型）；④ 向量维度一致性（训练和推理用同一模型）；⑤ 延迟和成本（API 调用 vs 本地部署）。	stack::rag::速记
为什么需要混合检索？BM25 和向量检索如何互补？	向量检索擅长语义匹配（""苹果手机""→""iPhone 15 Pro""），BM25 擅长精确匹配（""型号 A2634""→""A2634""）。混合检索取长补短：向量检索召回语义相关但可能忽略精确关键词，BM25 召回精确匹配但可能遗漏同义词。BM25 基于词频（TF）和逆文档频率（IDF），参数 k1（饱和度，默认 1.2）和 b（长度归一化，默认 0.75）。混合检索流程：向量检索 + BM25 检索 → RRF 或加权融合 → 排序输出。	stack::rag
RRF（Reciprocal Rank Fusion）融合公式是什么？为什么不用加权平均？	RRF 公式：`score(doc) = Σ 1 / (k + rank_i)`，其中 k=60 为平滑参数，`rank_i` 是文档在第 i 个检索器中的排名。RRF 对排名敏感、对分数不敏感（只关心排名，不管检索器给出的具体分数）。不同检索器分数尺度不同（余弦相似度 0-1，BM25 0-100），直接加权平均无意义。RRF 实现简单，效果稳定，不依赖调参。k=60 是经验值（排名 60 之后的文档影响很小）。	stack::rag
Reranker 的工作原理是什么？为什么在检索后使用 Reranker？	Reranker 使用交叉编码器（Cross-Encoder），将 query 和 doc 拼接为 `[CLS] query [SEP] doc [SEP]` 输入模型，计算相关性分数。双编码器（Bi-Encoder，如 BGE）将 query 和 doc 各自编码，内积计算相似度，速度快但无法看到 query 和 doc 的完整交互。Reranker 精度更高，但计算量大（O(n) 次推理），所以放在检索后（top-30 → Reranker → top-5），作为精排阶段。典型流程：向量检索 top-30 → Reranker 重排 → top-5 送入 LLM。	stack::rag
HyDE（Hypothetical Document Embeddings）的原理是什么？	HyDE 先用 LLM 基于用户查询生成一个假设文档（假设的完美回答），然后用这个假设文档的 Embedding 去检索真实文档。原理：假设文档与真实文档在语义空间上更接近（都是文档），而用户查询与文档在语义空间上存在差距（查询 vs 文档）。优点：提升检索质量，特别是当查询简短或表达不完整时。缺点：依赖 LLM 生成质量，增加一次 LLM 调用。HyDE 适合查询与文档表达差异大的场景（如""怎么修手机""→""屏幕碎裂维修步骤""）。	stack::rag
Multi-Query 是什么？它与 HyDE 有什么不同？	Multi-Query 将用户的一个问题扩展为多个不同角度的查询（如""RAG 的优缺点""扩展为""RAG 的优点是什么""""RAG 的局限性""""RAG vs 微调""""RAG 应用场景""），分别检索后合并去重。HyDE 先生成假设文档再用文档 Embedding 检索，只检索一次。Multi-Query 检索多次（N 次），增加召回率但增加检索成本。两者可以组合：Multi-Query 生成多个查询，每个查询用 HyDE 生成假设文档再检索，最后合并结果。	stack::rag
Graph RAG 的原理是什么？相比纯向量检索有什么优势？	Graph RAG = 知识图谱 + 向量检索。构建方式：从文档中抽取实体（Entity，如""苹果公司""""iPhone 15""）和关系（Relation，如""发布""""生产""），构建知识图谱。查询时，图检索处理结构化推理（多跳关系：""苹果发布了什么产品""→""iPhone 15""），向量检索处理语义相似。RRF 融合结果。优势：支持多跳推理（""A 公司的 CEO 曾任职于哪家公司""）、关系理解（""A 和 B 是什么关系""）。缺点：构建成本高、关系抽取可能不完整。微软 GraphRAG 是最流行的开源实现。	stack::rag
RAG 系统中如何控制幻觉？有哪些有效方法？	① 证据门控（检索质量低于阈值则返回""无法回答""而非猜测）；② 引用溯源（回答中标注来源段落编号，用户可验证）；③ 领域守卫（拦截非领域问题，避免模型""编造""）；④ Prompt 约束（""仅基于提供的文档回答，不要添加自己的知识""）；⑤ 自我反思（Self-RAG：检查是否需检索、文档是否相关、回答是否完整）；⑥ 多轮验证（LLM 自我校验回答是否忠于原文）；⑦ 温度控制（temperature=0 减少随机性）。	stack::rag::场景
什么是证据门控？如何在 RAG 中实现？	证据门控是检索质量控制机制：检索结果的相关性分数低于阈值时，不送入 LLM，而是返回预设回复（如""我无法从知识库中找到相关信息""）。实现：① 计算检索文档与查询的相似度分数；② 设置阈值（如余弦相似度 < 0.7 则门控）；③ 门控触发时，可选择降级（如使用 LLM 自身知识）或拒绝回答。门控策略：strict（严格，拒绝回答）、moderate（降级）、flexible（全部送 LLM 但 Prompt 提醒""文档可能不相关""）。	stack::rag::场景
RAGAS 的四个核心评估指标是什么？	Faithfulness（忠实度）：回答是否忠于检索到的文档，不包含未在文档中提到的信息。Answer Relevancy（答案相关性）：回答是否与问题相关，不答非所问。Context Precision（上下文精确度）：检索到的文档中，有多少是真正相关的（排序质量）。Context Recall（上下文召回率）：所有相关文档中，有多少被检索出来了（召回质量）。RAGAS 使用 LLM 作为评估器，无需人工标注。`pip install ragas`，`RagasScore` 量化指标。	stack::rag::速记
如何对生产环境中的 RAG 系统进行在线评估？	① 用户反馈（点赞/点踩，直接反馈回答质量）；② 隐式反馈（用户是否复制回答、是否继续追问，间接反映质量）；③ 日志分析（回答长度、响应时间、检索文档数）；④ A/B 测试（对比不同分块策略/检索算法/模型的效果）；⑤ 自动监控（P95 延迟、忠实度分数、缓存命中率、检索失败率）；⑥ 定期人工抽检（随机抽取 100 条对话，人工评分）；⑦ 回放测试（线上请求记录回放，离线评估改进效果）。	stack::rag::场景
RAG 系统生产化部署的关键点有哪些？	① 延迟优化（HNSW 索引加速、结果缓存、流式输出、预加载模型）；② 检索优化（混合检索 + RRF + Reranker 多级流水线）；③ 知识更新（增量更新策略：定时全量重建 + 实时增量更新）；④ 监控告警（P95 延迟、忠实度分数、缓存命中率、检索失败率、Token 消耗）；⑤ 安全（Prompt 注入防护、敏感信息过滤、内容审核）；⑥ 成本控制（缓存常见问题、使用低配模型处理简单查询、Embedding 批量处理）；⑦ 可观测性（全链路追踪、检索日志、用户反馈记录）。	stack::rag::场景
RAG 知识库如何更新？增量更新和全量重建的权衡？	全量重建：重新处理所有文档，生成 Embedding 并重建索引，保证一致性但耗时（大型知识库可能数小时）。增量更新：只处理新增/修改的文档，更新向量数据库，速度快但可能有碎片。策略：① 定时全量重建（如每天凌晨）+ 实时增量更新；② 监控增量更新的碎片率，达到阈值时触发全量重建；③ 文档版本管理（每个文档带版本号，增量更新时自动替换旧版本）；④ 双索引切换（并行构建新索引，构建完成后切换）。	stack::rag::场景
RAG 系统的缓存优化策略有哪些？	① 查询缓存（缓存常见问题的检索结果和 LLM 回答，LRU 淘汰）；② Embedding 缓存（缓存文档 Embedding，避免重复计算，文档更新时失效）；③ 检索结果缓存（缓存相同查询的检索结果，TTL 控制过期时间）；④ LLM 响应缓存（相同输入直接返回缓存结果，适合确定性查询）；⑤ 多级缓存（本地 Caffeine → Redis → 向量数据库）；⑥ 语义缓存（语义相似查询共享缓存，如""苹果手机价格""和""iPhone 价格""命中同一缓存）。缓存命中率是 RAG 系统成本控制的关键指标。	stack::rag::场景
OpenAI 的 Token 是如何计算的？如何估算成本？	1 Token ≈ 0.75 英文单词 ≈ 0.5 中文字符。使用 `tiktoken` 库计算：`tiktoken.encoding_for_model(""gpt-4o"").encode(""Hello World"")`。计费分输入和输出两个维度（输出更贵）。成本估算：`tokens_per_request × 每日请求数 × 单价`。示例：GPT-4o 输入 $2.50/M tokens，输出 $10/M tokens，每次 1000 输入+200 输出，1 万次/天，每天成本 ≈ $45。GPT-4o-mini 便宜 30 倍（输入 $0.15/M，输出 $0.60/M），适合大部分场景。	stack::openai::速记
